Label (Grouping),Year,Total:,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $19,999","    $20,000 to $24,999","    $25,000 to $29,999","    $30,000 to $34,999","    $35,000 to $39,999","    $40,000 to $49,999","    $50,000 to $59,999","    $60,000 to $69,999","    $70,000 to $79,999","    $80,000 to $89,999","    $90,000 to $99,999","    $100,000 to $124,999","    $125,000 to $149,999","    $150,000 to $174,999","    $175,000 to $199,999","    $200,000 to $249,999","    $250,000 to $299,999","    $300,000 to $399,999","    $400,000 to $499,999","    $500,000 to $749,999","    $750,000 to $999,999","    $1,000,000 to $1,499,999","    $1,500,000 to $1,999,999","    $2,000,000 or more"
Census Tract 92.04; Multnomah County; Oregon!!Estimate,2023,816,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,96,199,162,203,140,0,0,0,0
Census Tract 93.01; Multnomah County; Oregon!!Estimate,2023,920,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,76,0,158,378,204,34,0,0,0
Census Tract 93.02; Multnomah County; Oregon!!Estimate,2023,"1,068",0,0,0,0,0,0,0,35,0,14,0,0,0,0,13,0,18,71,41,286,406,173,11,0,0,0
Census Tract 94; Multnomah County; Oregon!!Estimate,2023,"2,560",0,0,0,0,0,0,0,19,0,0,0,0,0,0,46,0,49,20,71,691,919,726,19,0,0,0
Census Tract 95.01; Multnomah County; Oregon!!Estimate,2023,"1,234",51,0,0,0,15,0,0,0,0,9,8,0,0,22,0,25,35,29,97,208,313,310,112,0,0,0
Census Tract 95.02; Multnomah County; Oregon!!Estimate,2023,912,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,6,28,148,369,323,15,0,0,0
Census Tract 96.03; Multnomah County; Oregon!!Estimate,2023,810,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,29,0,58,105,287,288,32,0,0,0,0
Census Tract 96.04; Multnomah County; Oregon!!Estimate,2023,"1,049",26,0,0,43,0,7,0,60,0,0,76,0,12,17,0,0,25,43,138,244,285,73,0,0,0,0
Census Tract 96.05; Multnomah County; Oregon!!Estimate,2023,"1,054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,132,355,482,0,0,0,0
Census Tract 96.06; Multnomah County; Oregon!!Estimate,2023,753,1,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,6,21,34,200,436,21,0,7,0,0
Census Tract 97.01; Multnomah County; Oregon!!Estimate,2023,"1,098",0,0,0,0,0,17,0,0,2,0,0,0,0,0,7,0,25,25,36,568,298,120,0,0,0,0
Census Tract 97.03; Multnomah County; Oregon!!Estimate,2023,"1,056",36,0,16,7,0,12,0,8,0,13,60,14,0,9,0,0,0,150,41,270,320,100,0,0,0,0
Census Tract 97.04; Multnomah County; Oregon!!Estimate,2023,"1,007",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,65,358,490,68,0,0,0,0
Census Tract 98.01; Multnomah County; Oregon!!Estimate,2023,488,0,35,0,0,0,0,0,47,0,38,0,0,13,0,0,0,0,8,9,184,95,48,0,11,0,0
Census Tract 98.03; Multnomah County; Oregon!!Estimate,2023,"1,408",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,170,139,524,330,197,0,0,0,0
Census Tract 98.04; Multnomah County; Oregon!!Estimate,2023,567,0,0,0,11,0,36,0,0,0,0,16,0,0,3,0,0,0,35,9,166,247,44,0,0,0,0
Census Tract 99.03; Multnomah County; Oregon!!Estimate,2023,"2,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,36,635,"1,408",42,42,0,20
Census Tract 99.04; Multnomah County; Oregon!!Estimate,2023,873,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,21,140,15,168,262,218,28,0,0,0
Census Tract 99.05; Multnomah County; Oregon!!Estimate,2023,892,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,170,313,312,0,0,0,0
Census Tract 99.06; Multnomah County; Oregon!!Estimate,2023,"1,275",12,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,39,111,484,551,47,0,0,0
Census Tract 99.07; Multnomah County; Oregon!!Estimate,2023,"1,520",5,0,0,0,0,0,0,8,0,0,0,9,19,0,0,0,0,17,35,265,391,582,142,47,0,0
Census Tract 100.01; Multnomah County; Oregon!!Estimate,2023,653,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,74,233,161,106,20,19,0,0
Census Tract 100.02; Multnomah County; Oregon!!Estimate,2023,"1,294",0,0,0,0,0,0,0,19,15,0,12,0,0,0,39,0,0,72,50,213,408,393,48,0,0,25
Census Tract 101.01; Multnomah County; Oregon!!Estimate,2023,894,17,0,0,0,0,22,0,40,0,0,0,0,0,0,0,0,0,55,55,172,447,86,0,0,0,0
Census Tract 101.02; Multnomah County; Oregon!!Estimate,2023,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,189,274,144,0,0,0,0
Census Tract 102; Multnomah County; Oregon!!Estimate,2023,"2,004",23,48,0,0,9,0,19,88,76,37,14,0,74,86,20,72,30,0,62,286,644,295,44,77,0,0
Census Tract 103.03; Multnomah County; Oregon!!Estimate,2023,"1,126",0,0,0,0,29,0,0,60,76,0,0,0,0,39,15,0,0,0,56,158,512,107,30,0,0,44
Census Tract 103.04; Multnomah County; Oregon!!Estimate,2023,912,29,31,7,59,117,11,0,11,10,8,2,0,0,0,0,13,0,86,32,281,105,95,15,0,0,0
Census Tract 103.05; Multnomah County; Oregon!!Estimate,2023,"1,049",32,0,0,0,0,0,7,0,18,18,0,13,7,14,34,0,15,20,29,272,356,196,8,10,0,0
Census Tract 103.06; Multnomah County; Oregon!!Estimate,2023,"1,302",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,63,191,740,245,7,0,0,0
Census Tract 104.02; Multnomah County; Oregon!!Estimate,2023,"1,445",0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,32,0,15,0,119,391,671,152,34,0,0
Census Tract 104.05; Multnomah County; Oregon!!Estimate,2023,"1,174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,20,398,546,177,0,0,0,0
Census Tract 104.07; Multnomah County; Oregon!!Estimate,2023,"1,189",0,0,0,0,0,0,12,19,6,0,0,0,0,0,0,10,0,9,15,143,552,380,35,8,0,0
Census Tract 104.08; Multnomah County; Oregon!!Estimate,2023,"1,432",14,0,16,21,41,0,19,68,71,37,0,0,15,34,58,0,8,0,10,194,523,285,0,18,0,0
Census Tract 104.10; Multnomah County; Oregon!!Estimate,2023,729,6,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,37,90,101,237,157,85,0,0,0,0
Census Tract 104.11; Multnomah County; Oregon!!Estimate,2023,684,9,6,0,15,0,0,0,11,30,0,0,0,0,66,8,17,0,71,118,213,86,34,0,0,0,0
Census Tract 104.12; Multnomah County; Oregon!!Estimate,2023,981,0,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,4,33,74,245,585,12,0,0,0
Census Tract 104.13; Multnomah County; Oregon!!Estimate,2023,"1,196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,23,241,375,483,7,0,0,0
Census Tract 105; Multnomah County; Oregon!!Estimate,2023,"1,186",0,0,0,0,0,0,0,9,0,0,8,0,0,22,0,0,28,0,18,46,46,675,230,104,0,0
Census Tract 106.01; Multnomah County; Oregon!!Estimate,2023,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13,93,46,47,0,54,10
Census Tract 106.02; Multnomah County; Oregon!!Estimate,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
Census Tract 9800; Multnomah County; Oregon!!Estimate,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
